title,sent_id,sentence
Zigong dialect,1,"At least four Chinese dialects are spoken in Zigong City: Zigong dialect, Rongxian dialect, Hakka and Minjiang dialect."
Zigong dialect,2,A majority of people in Zigong speak Zigong dialect.
Zigong dialect,3,"However, most people in Rongxian, a county of Zigong City, speak Rongxian dialect, whose pronunciation is quite different from that of Zigong dialect."
Zigong dialect,4,"Besides, owing to a great number of Hakka immigrants in history, a small number of Hakka people in certain towns also remain to speak Hakka."
Zigong dialect,5,"Also, Minjiang dialect is spoken in a few remote towns or villages bordering to Luzhou, Leshan and Yibin."
Heinlein Society,0,The Heinlein Society is a United States organization devoted to the study and promotion of the late American science fiction author Robert Heinlein.
Heinlein Society,1,"The Heinlein Society was founded in 1997 with the assistance of Robert Heinlein's widow, Virginia Heinlein, and is a 501(c)3 non - profit corporation established in California."
Heinlein Society,2,"The "" semi - scholarly "" society exists to "" preserve the legacy of renowned writer Robert Anson Heinlein left ""; according to it, it accomplishes this through promoting "" Heinlein blood drives "", distributing copies of Heinlein's works to U.S. military personnel, awarding scholarships, and promoting scholarly research on Heinlein."
Heinlein Society,3,The society also sponsors the Robert A. Heinlein Award.
Heinlein Society,4,"In 2016 the organization paid for a bronze bust of Heinlein for display in the Missouri State Capitol, following the author's induction into the Hall of Famous Missourians."
Thomas Viaduct,0,"The Thomas Viaduct spans the Patapsco River and Patapsco Valley between Relay, Maryland and Elkridge, Maryland, USA."
Thomas Viaduct,1,"It was commissioned by the Baltimore and Ohio Railroad (B&O;); built between July 4, 1833, and July 4, 1835; and named for Philip E. Thomas, the company's first president."
Thomas Viaduct,2,"At its completion, the Thomas Viaduct was the largest railroad bridge in the United States and the country's first multi - span masonry railroad bridge to be built on a curve."
Thomas Viaduct,3,It remains the world's oldest multiple arched stone railroad bridge.
Thomas Viaduct,4,"In 1964, it was designated as a National Historic Landmark."
Thomas Viaduct,5,"The viaduct is now owned and operated by CSX Transportation and still in use today, making it one of the oldest railroad bridges still in service."
Jean Piaget,0,"Jean Piaget (,;; 9 August 1896 – 16 September 1980) was a Swiss psychologist known for his work on child development."
Jean Piaget,1,"Piaget's theory of cognitive development and epistemological view are together called "" genetic epistemology ""."
Jean Piaget,2,Piaget placed great importance on the education of children.
Jean Piaget,3,"As the Director of the International Bureau of Education, he declared in 1934 that "" only education is capable of saving our societies from possible collapse, whether violent, or gradual. """
Jean Piaget,4,His theory of child development is studied in pre - service education programs.
Jean Piaget,5,Educators continue to incorporate constructivist - based strategies.
Jean Piaget,6,Piaget created the International Center for Genetic Epistemology in Geneva in 1955 while on the faculty of the University of Geneva and directed the Center until his death in 1980.
Jean Piaget,7,"The number of collaborations that its founding made possible, and their impact, ultimately led to the Center being referred to in the scholarly literature as "" Piaget's factory ""."
Jean Piaget,8,"According to Ernst von Glasersfeld, Jean Piaget was "" the great pioneer of the constructivist theory of knowing. """
Jean Piaget,9,"However, his ideas did not become widely popularized until the 1960s."
Jean Piaget,10,This then led to the emergence of the study of development as a major sub - discipline in psychology.
Jean Piaget,11,"By the end of the 20th century, Piaget was second only to B. F. Skinner as the most cited psychologist of that era."
Cairns-to-Kuranda railway line,0,"The Cairns - to - Kuranda Railway is a heritage - listed railway line from the Cairns Region to the Shire of Mareeba, both in Queensland, Australia."
Cairns-to-Kuranda railway line,1,"It commences at Redlynch, a suburb of Cairns and travels up the Great Dividing Range to Kuranda within the Shire of Mareeba on the Atherton Tableland."
Cairns-to-Kuranda railway line,2,It was built from 1913 to 1915 by Queensland Railways.
Cairns-to-Kuranda railway line,3,"Components of it include Stoney Creek Bridge, the Rail Bridge over Christmas Creek, Kuranda railway station, and Surprise Creek Rail Bridge."
Cairns-to-Kuranda railway line,4,It was added to the Queensland Heritage Register on 21 August 1992.
Cairns-to-Kuranda railway line,5,"The railway is used to operate a tourist rail service, the Kuranda Scenic Railway."
Cairns-to-Kuranda railway line,6,It forms part of the Tablelands railway line.
Swedish Armed Forces,0,"The Swedish Armed Forces (, literally “ the Defense Force ”) is the government agency that forms the military forces of Sweden, and which is tasked with defence of the country, as well as promoting Sweden's wider interests, supporting international peacekeeping efforts, and providing humanitarian aid."
Swedish Armed Forces,1,"It consists of: the Swedish Army, the Swedish Air Force and the Swedish Navy, with addition of a military reserve force, the Home Guard ()."
Swedish Armed Forces,2,"Since 1994, all the Swedish armed services are organised within a single unified government agency, headed by the Supreme Commander, even though the individual services maintain their distinct identities."
Swedish Armed Forces,3,King Carl XVI Gustaf of Sweden is traditionally attributed as Honorary General and Admiral à la suite.
Swedish Armed Forces,4,"The military history of Sweden includes several unions and wars with all of its neighbour states, including extended Swedish intervention in the Thirty Years'War at the times of the Swedish Empire during the 17th and early 18th centuries."
Swedish Armed Forces,5,"Wars with Russia culminated in the Finnish War (1808 – 1809), with Sweden losing Finland."
Swedish Armed Forces,6,"During the World Wars, the Cold War and throughout the 20th century, Sweden maintained a national policy of non - alignment, while the Swedish Armed Forces strength was based upon the concepts of conscription."
Swedish Armed Forces,7,"In 2010, peacetime conscription was abolished, replacing it with volunteer armed forces including the Home Guard – National Security Force until 2018."
Swedish Armed Forces,8,"Units from the Swedish Armed Forces are currently on deployment in several international operations either actively or as military observers, including Afghanistan as part of ISAF and in Kosovo."
Swedish Armed Forces,9,"Moreover, Swedish Armed Forces contribute as the lead nation for an EU Battle Group approximately once every three years."
Hellmut G. Haasis,0,"Hellmut G. Haasis (born 7 January 1942) is a German historian, author, and broadcaster."
Hellmut G. Haasis,1,"He is particularly known for his biographies of Georg Elser who attempted to assassinate Adolf Hitler in 1939; Reinhard Heydrich who was one of the main architects of the Holocaust; and Joseph Süß Oppenheimer who was executed in 1738 and in 1940 was the subject of a notorious Nazi anti - semitic propaganda film, Jud Süß."
Hellmut G. Haasis,2,"Haasis was born in Mühlacker, a town in the Swabia region of Germany, and has written two novels in Swabian dialect as well as a collection of poetry."
Hellmut G. Haasis,3,"He is the recipient of the Thaddäus Troll Literature Prize, the Schubart Literature Prize, and the Civis Media Prize."
Bare Island (New South Wales),0,"Bare Island is an heritage - listed islet located in south - eastern Sydney, in the City of Randwick local government area in the state of New South Wales, in eastern Australia."
Bare Island (New South Wales),1,"The islet is located about south east of the Sydney central business district, within Botany Bay, close to the bay's northern headland."
Bare Island (New South Wales),2,"Containing former fortification facilities, Bare Island was a former war veterans'home and museum and is now an historic site that was added to the New South Wales State Heritage Register on 2 April 1999 and is significant as an almost completely intact example of late nineteenth century coastal defence technology."
Bare Island (New South Wales),3,"It was designed by Sir Peter Scratchley, Gustave Morell and James Barnet and built from 1881 to 1889 by John McLeod on behalf of the NSW Department of Public Works."
Bare Island (New South Wales),4,Bare Island is connected by a footbridge to the suburb of La Perouse.
Bare Island (New South Wales),5,The heritage - listed military fort and tunnels can only be visited by guided tour.
Bare Island (New South Wales),6,The waters around the island are popular with scuba divers.
Archie Comics,0,"Archie Comic Publications, Inc. is an American comic book publisher headquartered in Pelham, New York."
Archie Comics,1,"The company is known for its many titles featuring fictional teenagers including Archie Andrews, Jughead Jones, Betty Cooper, Veronica Lodge, Reggie Mantle, Sabrina Spellman, and Josie and the Pussycats."
Archie Comics,2,"The company began in 1939 as MLJ Comics, which primarily published superhero comics."
Archie Comics,3,"The initial Archie characters (Archie Andrews, Betty Cooper and Jughead Jones) were created in 1941 by publisher John L. Goldwater and artist Bob Montana, in collaboration with writer Vic Bloom."
Archie Comics,4,They first appeared in Pep Comics # 22 (cover - dated Dec. 1941).
Archie Comics,5,"With the creation of Archie, publisher John Goldwater hoped to appeal to fans of the Andy Hardy movies starring Mickey Rooney."
Archie Comics,6,"Archie Comics was also the title of the company's longest - running publication, the first issue appearing with a cover date of Winter 1942."
Archie Comics,7,"Starting with issue # 114, the title was shortened to simply Archie."
Archie Comics,8,The flagship series was relaunched from issue # 1 in July 2015 with a new look and design suited for a new generation of readers.
Archie Comics,9,"Archie Comics characters and concepts have also appeared in numerous films, television programs, cartoons, and video games."
Soga no Umako,0,Umako conducted political reforms with Prince Shōtoku during the rules of Emperor Bidatsu and Empress Suiko and established the Soga clan's stronghold in the government by having his daughters married to members of the imperial family.
Soga no Umako,1,"In the late 6th century, Soga no Umako went to great lengths to promote Buddhism in Japan, and was instrumental in its acceptance."
Soga no Umako,2,"At that time, the Soga clan employed immigrants from China and Korea, and worked to obtain advanced technology and other knowledge."
Soga no Umako,3,"In 587, Umako defeated Mononobe no Moriya in the Battle of Shigisen, securing Soga dominance."
Soga no Umako,4,"On January 15, 593, relics of Buddha Shakyamuni were deposited inside the foundation stone under the pillar of a pagoda at Asuka - dera (Hōkō - ji at the time), a temple whose construction Umako ordered, according to the Suiko section of the Nihonshoki."
Soga no Umako,5,Ishibutai Kofun is believed to be the tomb of Soga no Umako.
Ernest Durig,0,"Ernest Durig (1894 in Zurich, Switzerland – 1962 in Washington, D.C., United States) was a sculptor and art forger, known for his faking of drawings by Auguste Rodin."
Ernest Durig,1,"Durig claimed to have been a pupil of Rodin, but the only documentation of their having ever met is a single photograph."
Ernest Durig,2,"As a sculptor, Durig, no doubt helped by his claimed link to Rodin, modelled busts for a number of notables in the United States establishment."
Ernest Durig,3,"His sitters included Mussolini, US President Harry S. Truman, and the actor Will Rogers."
Ernest Durig,4,"He sculpted a peace memorial for Greenwood, Wisconsin, from an artificial stone made using concrete and fine white sand."
Ernest Durig,5,"Unveiled in 1937, it was restored in 1982."
Ernest Durig,6,"In July 2016 BBC Television screened an episode of Fake or Fortune?, in which a privately - held watercolour of a Cambodian dancer, supposedly by Rodin, was exposed as a Durig fake."
Ernest Durig,7,The New York Museum of Modern Art holds a collection of his drawings.
Ernest Durig,8,"Others, previously thought to be by Rodin, are in the in Paris."
Ernest Durig,9,Durig's extensive career of forgery was first exposed in the 4 June 1965 issue of LIFE.
"El Escorial, Madrid",0,"El Escorial is a municipality in the Autonomous Community of Madrid, located 45   km (28   mi) northwest of the Spanish capital Madrid."
"El Escorial, Madrid",1,It belongs to the comarca of Cuenca del Guadarrama.
"El Escorial, Madrid",2,"Its population in 2009 was 14,979."
"El Escorial, Madrid",3,The territory of El Escorial is home to the park of La Granjilla de la Fresneda.
"El Escorial, Madrid",4,"The famous Royal Seat of San Lorenzo de El Escorial also known as Monasterio de El Escorial or El Escorial, is located in the adjacent municipality of San Lorenzo de El Escorial."
"El Escorial, Madrid",5,On the outskirts of San Lorenzo de El Escorial is the national memorial Valle de los Caídos (Valley of the Fallen).
"El Escorial, Madrid",6,The name of the town derives from slag (escoria) deposits from an old local foundry.
Pylon Assemblage,0,"The Pylon Assemblage is an accreted terrane of igneous rocks in southwestern British Columbia, Canada, located about north of Vancouver."
Pylon Assemblage,1,"It is named after Pylon Peak, a summit of the Mount Meager massif."
Pylon Assemblage,2,"Two units make up the Pylon Assemblage, although the youngest unit comprises nearly 100% of the assemblage."
Pylon Assemblage,3,"On the southern flank of Pylon Peak, the oldest unit consists of andesitic lava flows."
Pylon Assemblage,4,It locally overlies The Devastator Assemblage and older basal breccia.
Pylon Assemblage,5,Porphyritic plagioclase andesite of the youngest unit underlies much of the southern and western portions of Meager.
Pylon Assemblage,6,"Devastator Peak, a volcanic plug at the southern end of the Meager massif, was the source for these lava flows between 1,000,000   and 500,000   years ago."
Pylon Assemblage,7,The Pylon Assemblage represents the largest geological formation comprising Meager.
President Ramon Magsaysay State University,0,"Ramon Magsaysay Technological University, commonly referred to as RMTU is a state university."
President Ramon Magsaysay State University,1,The Ramon Magsaysay Technological University is a government funded higher education institution in Zambales established in 1910.
President Ramon Magsaysay State University,2,"The main campus of the university is located in the Municipality of Iba, Province of Zambales."
President Ramon Magsaysay State University,3,"The university is named after the province's greatest son and former President of the Republic of the Philippines, President Ramon Magsaysay."
President Ramon Magsaysay State University,4,It has also satellite campuses in the municipalities of Sta.
President Ramon Magsaysay State University,5,"Cruz, Candelaria, Masinloc, Botolan, San Marcelino, Castillejos all in the province of Zambales."
President Ramon Magsaysay State University,6,"The university also offers nursing courses at the Mondriaan Aura College in Subic Bay Freeport Zone, Business Administration at the Wesleyan College of Manila under a consortium program."
Maurice Schoemaker,0,"Maurice Schoemaker (Anderlecht, 27 December 1890 – Etterbeek, 24 August 1964) was a Belgian composer."
Maurice Schoemaker,1,Certain works by his hand bear the peusonym Wil Saer.
Maurice Schoemaker,2,"Maurice Schoemaker started his career as a self - taught composer, but subsequently went to study with Theo Ysaye (harmony), Michel Brusselmans (counterpoint), Martin Lunssens (fugue), and Paul Gilson (orchestration and composition)."
Maurice Schoemaker,3,"Schoemaker also directed the orchestra of the Antwerp Zoo from 1925, and had a prominent position at SABAM."
Maurice Schoemaker,4,"On the occasion of Gilson ’s 60th birthday, Schoemaker founded Les Synthétistes, a group of progressive Belgian composers consisting of Gilson's former pupils."
Maurice Schoemaker,5,"His fellow members were René Bernier, Francis de Bourguignon, Gaston Brenta, Théo De Joncker, Robert Otlet, Marcel Poot, and Jules Strens."
Maurice Schoemaker,6,Schoemaker mainly wrote tonal music with a preference for classical forms and romantic lyricism.
Maurice Schoemaker,7,"He has gathered a varied list of works containing symphonic pieces, songs, operas, piano pieces, chamber music, sacred music, choral music, and radio plays."
Maurice Schoemaker,8,"His most famous piece is Vuurwerk (also known as Feu d’Artifice or Fireworks) (1922), which is a symphonic poem."
Fort Sumter,0,"Fort Sumter is a sea fort in Charleston, South Carolina, notable for two battles of the American Civil War."
Fort Sumter,1,"It was one of a number of special forts planned after the War of 1812, combining high walls and heavy masonry, and classified as Third System, as a grade of structural integrity."
Fort Sumter,2,"Work started in 1829, but was incomplete by 1860, when South Carolina seceded from the Union."
Fort Sumter,3,"The First Battle of Fort Sumter began on April 12, 1861, when Confederate artillery fired on the Union garrison."
Fort Sumter,4,"These were the first shots of the war and continued all day, watched by many civilians in a celebratory spirit."
Fort Sumter,5,The fort had been cut off from its supply line and surrendered the next day.
Fort Sumter,6,"The Second Battle of Fort Sumter (September 8, 1863) was a failed attempt by the Union to retake the fort, dogged by a rivalry between army and navy commanders."
Fort Sumter,7,"Although the fort was reduced to rubble, it remained in Confederate hands until it was evacuated as General Sherman marched through South Carolina in February 1865."
Fort Sumter,8,Fort Sumter is open for public tours as part of the Fort Sumter National Monument operated by the National Park Service.
Allan Octavian Hume,0,"Allan Octavian Hume, CB ICS (6 June 1829 – 31 July 1912) was a member of the Imperial Civil Service (later the Indian Civil Service), a political reformer, ornithologist and botanist who worked in British India."
Allan Octavian Hume,1,"He was one of the founders of the Indian National Congress, a political party that was later to lead in the Indian independence movement."
Allan Octavian Hume,2,"A notable ornithologist, Hume has been called "" the Father of Indian Ornithology "" and, by those who found him dogmatic, "" the Pope of Indian ornithology ""."
Allan Octavian Hume,3,"As an administrator of Etawah, he saw the Indian Rebellion of 1857 as a result of misgovernance and made great efforts to improve the lives of the common people."
Allan Octavian Hume,4,The district of Etawah was among the first to be returned to normality and over the next few years Hume's reforms led to the district being considered a model of development.
Allan Octavian Hume,5,"Hume rose in the ranks of the Indian Civil Service but like his father Joseph Hume, the radical MP, he was bold and outspoken in questioning British policies in India."
Allan Octavian Hume,6,"He rose in 1871 to the position of secretary to the Department of Revenue, Agriculture, and Commerce under Lord Mayo."
Allan Octavian Hume,7,His criticism of Lord Lytton however led to his removal from the Secretariat in 1879.
Allan Octavian Hume,8,He founded the journal Stray Feathers in which he and his subscribers recorded notes on birds from across India.
Allan Octavian Hume,9,He built up a vast collection of bird specimens at his home in Shimla by making collection expeditions and obtaining specimens through his network of correspondents.
Allan Octavian Hume,10,"Following the loss of manuscripts that he had long been maintaining in the hope of producing a magnum opus on the birds of India, he abandoned ornithology and gave his collection to the Natural History Museum in London, where it continues to be the single largest collection of Indian bird skins."
Allan Octavian Hume,11,He was briefly a follower of the theosophical movement founded by Madame Blavatsky.
Allan Octavian Hume,12,"He left India in 1894 to live in London from where he continued to take an interest in the Indian National Congress, apart from taking an interest in botany and founding the South London Botanical Institute towards the end of his life."
I Love Mama,0,"I Love Mama « stylized as "" I LOVE mama "" » was a gyaru fashion and lifestyle magazine published monthly in Japan by Inforest Publishing."
I Love Mama,1,"Originally named "" Mama Nuts × Ageha "", I Love Mama was established as a special edition of two gyaru magazines, the hostess - targeted Koakuma Ageha magazine and dark - skin obsessed Happie Nuts magazine."
I Love Mama,2,"I Love Mama was considered a unique magazine, as it was a magazine especially for "" gyaru - mama "" females [gyaru females who have children], consisting of the likes of housekeeping tips, parenting tips, and fashion tips."
I Love Mama,3,"Described as a "" mega - hit "" magazine, it has been the highest - selling gyaru - mama magazine ever since its launch in 2008."
I Love Mama,4,"There was some Western interest in the magazine, and it could be purchased from Amazon and eBay."
Solid Rock (The Temptations album),0,"Solid Rock is a 1972 album by The Temptations for the Gordy (Motown) label, produced by Norman Whitfield."
Solid Rock (The Temptations album),1,The LP was the first made primarily without founding members and original lead singers Eddie Kendricks and Paul Williams.
Solid Rock (The Temptations album),2,"Frustrated by conflicts and fights with Temptations Otis Williams and Melvin Franklin, and producer Whitfield's steadfast insistence on producing psychedelic soul for the group when they really wanted to sing ballads, Kendricks had quit the act and negotiated a solo deal with Motown's Tamla label."
Solid Rock (The Temptations album),3,"Paul Williams, on the other hand, had fallen ill due to complications from sickle - cell disease and six years of untreated alcoholism."
Solid Rock (The Temptations album),4,"Physically incapable of performing any longer, Williams followed his doctor's advice and retired from the act, although he remained on the Temptations'payroll as a choreographer until committing suicide on August 17, 1973."
Solid Rock (The Temptations album),5,"Williams's final Temptations recording, "" It's Summer "", is the only song on Solid Rock that includes his vocals."
ToothPick (company),0,"ToothPick.com is an online dental appointment booking service for UK users to find, compare and book local dentists."
ToothPick (company),1,"The site lets users search for their nearest dental practices, compare prices and services and book appointments online."
ToothPick (company),2,The service is free to use for consumers.
ToothPick (company),3,Both NHS and private practice dentists are listed on the site.
ToothPick (company),4,"Toothpick launched a limited, London - based Beta version in November 2012 and will then be rolled out nationwide in early 2013."
ToothPick (company),5,"The company was founded in late 2011 by a practicing dentist, Sandeep Senghera, and Jozef Wallis, a technology entrepreneur."
ToothPick (company),6,ToothPick has been developed in partnership with Henry Schein.
ToothPick (company),7,"The product is integrated with the company ’s dental appointment scheduling software, which is in use by thousands of dentists across the UK."
ToothPick (company),8,"The company is backed by UK angel investors including Passion Capital, Pradeep Menon, Paul Edwards, Satish Jayakumar and Michael Stephanblome."
ToothPick (company),9,"The company was acquired by WhatClinic, a healthcare comparison site, on November 9, 2015."
Uttarā (Mahabharata),0,"In the Hindu epic Mahabharata, Uttarā or Anglicized as Uttaraa (उत्तरा) was daughter of King Virata, at whose court the Pandavas spent a year in concealment during their exile."
Uttarā (Mahabharata),1,She was sister of Prince Uttar.
Uttarā (Mahabharata),2,It is also believed that Uttaraa had learnt dance from Arjuna during the Pandavas'year of exile - in the Matsya Kingdom.
Uttarā (Mahabharata),3,"Living incognito, as was the term of the banishment, Arjuna lived a life of a eunuch and practiced his art of dance learnt from the apsaras in heaven."
Uttarā (Mahabharata),4,"Once King Virata realized who Uttaraa's dance teacher was, he immediately proposed to offer his daughter to Arjuna."
Uttarā (Mahabharata),5,"However, Arjuna explained to King Virata the doting relationship that a teacher has with his / her student is like that of a parent and child."
Uttarā (Mahabharata),6,"He then proposed to make Uttaraa his daughter by marrying her to his son, Abhimanyu."
Uttarā (Mahabharata),7,Uttaraa was widowed at a very young age when Abhimanyu was killed in the Kurukshetra war.
Uttarā (Mahabharata),8,"When Abhimanyu died, Uttaraa tried to burn herself on the pyre of Abhimanyu, but Krishna stopped her from doing so, informing her of her pregnancy."
Uttarā (Mahabharata),9,"Towards the end of the Mahabharata war, with Uttaraa in labor, Ashwathama, son of Dronacharya, while trying to avenge the defeat of Duryodhana and the Kaurava army, engaged in a war with Arjuna."
Uttarā (Mahabharata),10,"Knowing he could not best Arjuna conventionally, Ashathama invoked the potent Brahmastra, despite the promise he had made to the father / teacher that he would never use such a weapon."
Uttarā (Mahabharata),11,"When Arjuna fired a Brahmastra to match, Vyasa intervened, commanding both warriors to withdraw their weapons."
Uttarā (Mahabharata),12,"While Arjuna successfully did so, Ashwatthama did not possess the required knowledge."
Uttarā (Mahabharata),13,Krishna suggested that Ashwatthama redirect the weapon to an uninhabited place.
Uttarā (Mahabharata),14,"Regretful, tired, but still vengeful, Ashwathama decided that if he could not end the Pandavas, he would end their lineage."
Uttarā (Mahabharata),15,"He fired the weapon at Uttaraa's womb, attacking the fœtus form of Parikshit."
Uttarā (Mahabharata),16,"Krishna intervened and revived the stillborn baby, giving Parikshit his name."
Uttarā (Mahabharata),17,"As a punishment, Ashwathama was made to lose his source of power, the jewel that adorned his shining forehead."
Uttarā (Mahabharata),18,This loss of the jewel that adorned his forehead made Ashwathama lose his state of mental alertness and he was forced to retire to obscurity as a derelict in the forests.
Uttarā (Mahabharata),19,Parikshit became heir to the Kuru dynasty and eventually became king of Hastinapur.
Uttarā (Mahabharata),20,"In due time, Parikshit gave Uttaraa a grandson, Janamejaya."
Lodi Public Schools,0,"The Lodi Public Schools are a comprehensive community public school district that serves students in pre - kindergarten through twelfth grade from Lodi, in Bergen County, New Jersey, United States."
Lodi Public Schools,1,"As of the 2014 - 15 school year, the district and its seven schools had an enrollment of 3,486 students and 234.5 classroom teachers (on an FTE basis), for a student – teacher ratio of 14.9:1."
Lodi Public Schools,2,"The district is classified by the New Jersey Department of Education as being in District Factor Group "" B "", the second - lowest of eight groupings."
Lodi Public Schools,3,District Factor Groups organize districts statewide to allow comparison by common socioeconomic characteristics of the local districts.
Lodi Public Schools,4,"From lowest socioeconomic status to highest, the categories are A, B, CD, DE, FG, GH, I and J."
False Cape Natural Area Preserve,0,"False Cape Natural Area Preserve is a Natural Area Preserve located in Virginia Beach, Virginia, just north of the state border with North Carolina."
False Cape Natural Area Preserve,1,"The preserve covers a strip of largely undeveloped land located on False Cape between the Atlantic Ocean and Back Bay, and is one of the most undisturbed areas of coastal habitat remaining in the Mid - Atlantic."
False Cape Natural Area Preserve,2,"The preserve protects a variety of wetland and upland habitats, including maritime and swamp forest, interdunal wetlands, and Back Bay marshes."
False Cape Natural Area Preserve,3,"It also hosts various plants and animals rare in Virginia, more than two dozen in all; many of these are southern species at the northern limit of their range in far southern Virginia."
False Cape Natural Area Preserve,4,Many birds also come to the area during the fall and spring migrations.
False Cape Natural Area Preserve,5,"The preserve is owned and maintained by the Virginia Department of Conservation and Recreation as part of False Cape State Park, and comprises the undeveloped portions of the park; these were dedicated as a Natural Area Preserve in 2002."
False Cape Natural Area Preserve,6,"The preserve, like the remainder of False Cape State Park, is not publicly accessible by vehicle."
False Cape Natural Area Preserve,7,"The nearest parking is approximately from the preserve, which can be accessed by hiking, boating, or via a seasonal shuttle."
False Cape Natural Area Preserve,8,"Visitors must travel through Back Bay National Wildlife Refuge, which assesses a separate access fee."
Rapid Penang,0,"Rapid Penang (styled as rapidPenang) is a public bus brand in the State of Penang, Malaysia."
Rapid Penang,1,"Formed as a subsidiary of Prasarana Malaysia in 2007, to date it is the main public transport operator within Penang; its bus network serves commuters within Greater Penang, including the neighbouring towns in Kedah and Perak."
Rapid Penang,2,"Rapid Penang was the second public transportation firm established by Prasarana Malaysia, a corporate body owned by the Malaysian federal government to manage urban public transportation."
Rapid Penang,3,"The first was Rapid KL in 2004, which now encompasses public bus, LRT and monorail services within Kuala Lumpur and the greater Klang Valley."
Rapid Penang,4,"Thus, similar to Rapid KL, Rapid Penang's bus fleet is under the management of Rapid Bus Sdn Bhd."
Emmanuel Chabrier,0,"Alexis - Emmanuel Chabrier (; 18 January 184113 September 1894) was a Romantic composer and pianist, born in Ambert, central France."
Emmanuel Chabrier,1,"His bourgeois family did not approve of a musical career for him, and his studies at law school in Paris to the age of thirty - nine he worked as a civil servant, while immersing himself in the modernist artistic life of the French capital, and composing in his spare time."
Emmanuel Chabrier,2,From 1880 until his final illness he was a full - time composer.
Emmanuel Chabrier,3,"Although known primarily for two of his orchestral works, España and Joyeuse marche, Chabrier left a corpus of operas (including L'étoile), songs, and piano music, but no symphonies, concertos, quartets, sonatas, or religious or liturgical music."
Emmanuel Chabrier,4,"His lack of academic training left him free to create his own musical language, unaffected by established rules, and he was regarded by many later composers as an important innovator."
Emmanuel Chabrier,5,"He was admired by, and influenced, composers as diverse as Debussy, Ravel, Richard Strauss, Satie, Stravinsky, and the group of composers known as Les six."
Emmanuel Chabrier,6,"Writing at a time when French musicians were generally proponents or opponents of the music of Wagner, Chabrier steered a middle course, sometimes incorporating Wagnerian traits into his music and at other times avoiding them."
Emmanuel Chabrier,7,Chabrier was associated with some of the leading writers and painters of his time.
Emmanuel Chabrier,8,"Among his closest friends was the painter Édouard Manet, and Chabrier collected Impressionist paintings long before they became fashionable."
Emmanuel Chabrier,9,A number of such paintings from his personal collection by artists known to him are now housed in some of the world's leading art museums.
Emmanuel Chabrier,10,He penned a large number of letters to friends and colleagues which offer an insight into his musical opinions and character.
Emmanuel Chabrier,11,"Chabrier died in Paris at the age of fifty - three from a neurological disease, probably caused by syphilis."
"Tyrone, Kentucky",0,"Tyrone is an unincorporated community located in Anderson County, Kentucky, United States."
"Tyrone, Kentucky",1,It is located east of Lawrenceburg along the Kentucky River.
"Tyrone, Kentucky",2,A distillery was opened circa 1868 and acquired by T.B.
"Tyrone, Kentucky",3,"Ripy, who expanded the facility."
"Tyrone, Kentucky",4,"The town is named after County Tyrone in Northern Ireland, where the Ripy family was from."
"Tyrone, Kentucky",5,"The community was originally called Streamville, but was eventually renamed, sometime after the distillery was so named in 1883."
"Tyrone, Kentucky",6,"In 1905, the sons of T.B."
"Tyrone, Kentucky",7,Ripy opened the Ripy Brothers Distillery.
"Tyrone, Kentucky",8,"The population of the village reached 1,000 before Prohibition."
"Tyrone, Kentucky",9,"The distillery closed, but was later re - opened and is now where Wild Turkey (bourbon) is manufactured."
"Tyrone, Kentucky",10,"Its post office was opened in 1882 as Coke (the name of the postmaster), was renamed Tyrone in 1893, and is now closed."
Sarge (nickname),0,Sarge is the nickname of:
Sarge (nickname),1,"Paul Chambers (footballer) (born 1982), Australian rules footballer"
Sarge (nickname),2,"Norris Coleman (born 1961), American retired basketball player nicknamed "" The Sarge """
Sarge (nickname),3,"Sarge Ferris (1928 - 1989), American poker player"
Sarge (nickname),4,"Gary Matthews (born 1950), former Major League Baseball player and coach, and current Phillies broadcaster"
Sarge (nickname),5,"Brad McCrimmon (1959 - 2011), Canadian National Hockey League player and coach"
Sarge (nickname),6,"Orville Moody (1933 - 2008), American golfer"
Sarge (nickname),7,"Charles Rangel (born 1930), American politician, lawyer and Korean War soldier"
Sarge (nickname),8,"Mitchell Sargent (born 1979), Australian former rugby league footballer"
Sarge (nickname),9,"Lewis Sargentich, professor at Harvard Law School"
Sarge (nickname),10,"Tony Schumacher (drag racer) (born 1969), American drag racer"
Joel Mandelstam,0,"Joel Mandelstam FRS (13 November 1919 – 20 December 2008) was a British microbiologist, a Professor, at the University of Oxford, and a Fellow of Linacre College, Oxford."
Joel Mandelstam,1,"He was a pioneer in using bacteria to study fundamental biological phenomena — such as development, differentiation, and the turnover of macromolecules — which had more usually been investigated in higher organisms."
Joel Mandelstam,2,"Born in Johannesburg, and educated at the Jeppe High School for Boys, his parents were Lithuanian Jews."
Joel Mandelstam,3,"He attended the University of the Witwatersrand, where he read for an honours BSc degree."
Joel Mandelstam,4,"After graduating in 1942, he worked as a research assistant at the Medical school in Johannesburg."
Joel Mandelstam,5,"Amongst others, he taught Sydney Brenner there."
Joel Mandelstam,6,He came to London in 1947 to work for a PhD under John Yudkin at King ’s College of Household and Social Science in London (which became Queen Elizabeth College in 1953).
Joel Mandelstam,7,"From 1966 until his retirement in 1987 he was Iveagh Professor of Chemical Microbiology at the University of Oxford, where he built up a highly successful research group studying spore formation in bacteria."
Fawkner railway station,0,"Fawkner railway station is located on the Upfield line in Victoria, Australia."
